gene_name	significant	logpval	difference	tstat
Idh1	NA	0.0565555	0.0825916	0.135201
Znhit1	NA	0.0771596	0.0825866	0.171475
Ehbp1	NA	0.135594	0.0825559	0.251876
Athl1	NA	0.129898	0.0825261	0.245149
Samd4b	NA	0.0862681	0.0825183	0.185936
Smarcd1	NA	0.308227	0.0824833	0.390447
Cntn3	NA	0.0550263	0.082469	0.132261
Rsph3b	NA	0.0550263	0.082469	0.132261
Gm44066	NA	0.0550263	0.082469	0.132261
C230037L18Rik	NA	0.0448002	0.0822933	0.111916
Tmem258	NA	0.293616	0.0819611	0.380856
Polr3e	NA	0.0901015	0.081871	0.191433
Rnf11	NA	0.168796	0.081601	0.286077
Ctla2a	NA	0.197909	0.0815008	0.312396
Rrn3	NA	0.141034	0.0811302	0.256678
Uvrag	NA	0.201869	0.0811182	0.315156
Chn2	NA	0.278306	0.0810823	0.369759
Atpaf1	NA	0.136959	0.0810325	0.251997
Cdipt	NA	0.142463	0.0809944	0.258126
Commd4	NA	0.381078	0.0807701	0.422684
Hiat1	NA	0.1098	0.0807317	0.21846
Cox14	NA	0.136438	0.0806707	0.251055
Aox1	NA	0.0407826	0.080565	0.103221
Usp7	NA	0.283298	0.080528	0.371633
Gigyf2	NA	0.242627	0.0803304	0.344891
Ppp4c	NA	0.146341	0.0803051	0.261636
Strn3	NA	0.182221	0.0802484	0.29689
Map3k4	NA	0.22209	0.0799233	0.329267
Eny2	NA	0.260894	0.0798335	0.356218
Acta2	NA	0.0731842	0.0797033	0.163689
Bsdc1	NA	0.0448108	0.0796317	0.111432
Ccdc47	NA	0.314083	0.0795784	0.386985
Eif2b2	NA	0.149106	0.0795166	0.263729
Utp23	NA	0.121523	0.0794425	0.232346
Pabpc4	NA	0.148485	0.0794416	0.262991
Gba	NA	0.0981817	0.0793632	0.201682
Slc9a3r1	NA	0.170819	0.0792792	0.285087
37135	NA	0.16716	0.0791821	0.281483
Ap4e1	NA	0.211324	0.0790376	0.319518
Arpc4	NA	0.0959239	0.0787419	0.198095
Casp9	NA	0.112734	0.0784034	0.220501
Ywhah	NA	0.498801	0.0783483	0.459472
Pop1	NA	0.126496	0.0783374	0.237341
Msh3	NA	0.192422	0.0782833	0.302975
Capn10	NA	0.0486135	0.07827	0.118781
Pigv	NA	0.0951488	0.0780142	0.196533
Eml2	NA	0.054281	0.0779483	0.129639
Snx16	NA	0.159278	0.0778167	0.272122
Dbn1	NA	0.0519989	0.0777352	0.125239
Sod1	NA	0.13006	0.0774834	0.240686
Usp15	NA	0.148293	0.0772776	0.260376
Rgp1	NA	0.0742366	0.0770124	0.164238
Rpl12	NA	0.173875	0.076917	0.284771
Zfp174	NA	0.0346881	0.0768436	0.0895168
Nsmce1	NA	0.125512	0.0765468	0.234524
Frmd4b	NA	0.0444251	0.0765417	0.110025
Nav2	NA	0.0444251	0.0765417	0.110025
Mtif2	NA	0.658531	0.0765192	0.495162
Aftph	NA	0.0975632	0.0765183	0.19894
Fkbp15	NA	0.265487	0.0763883	0.352024
Lgals9	NA	0.0855874	0.0763343	0.181587
Poglut1	NA	0.146261	0.0762035	0.257044
Sdhaf4	NA	0.038858	0.07615	0.0984138
Gm14235	NA	0.0301179	0.0759083	0.0791676
Scamp3	NA	0.146009	0.0755681	0.256056
Elmo3	NA	0.0381827	0.0753907	0.0968546
Piezo1	NA	0.129822	0.0751884	0.238157
Eif3a	NA	0.753056	0.0749582	0.507641
Ptpn23	NA	0.213961	0.0749242	0.314544
Pigc	NA	0.227665	0.0747766	0.32412
Gm43848	NA	0.0598453	0.0745866	0.138801
Zfp64	NA	0.0548319	0.0744775	0.129664
Stradb	NA	0.0399941	0.0744249	0.100501
Zfp647	NA	0.0426619	0.0743778	0.105996
Mcfd2	NA	0.136009	0.0741516	0.243907
Ndrg3	NA	0.124796	0.0740051	0.23126
Man2a2	NA	0.316601	0.0739601	0.374449
Mgrn1	NA	0.451416	0.0738676	0.428771
Prpsap1	NA	0.087042	0.0736992	0.182185
Tor1aip2	NA	0.0724825	0.0736075	0.159822
Alpk3	NA	0.156642	0.0732939	0.263867
Myo7a	NA	0.086824	0.072839	0.181338
Tmem223	NA	0.138244	0.0726666	0.244644
Sigirr	NA	0.10442	0.07246	0.205107
Zfp148	NA	0.356346	0.0723524	0.388297
Hadhb	NA	0.123808	0.0722033	0.228349
Inhbe	NA	0.0374842	0.0721642	0.0948292
Gm15417	NA	0.0756873	0.0720309	0.164127
Tmem161b	NA	0.229771	0.0719093	0.320025
Deb1	NA	0.086584	0.0717765	0.180327
Fndc3b	NA	0.0991231	0.0714835	0.197435
Mthfd1l	NA	0.109444	0.0712783	0.210452
Whsc1l1	NA	0.298715	0.0712727	0.358652
Atxn2l	NA	0.0732704	0.0712358	0.159924
Strada	NA	0.0713385	0.0711224	0.156794
Hgh1	NA	0.093099199999999993	0.0710074	0.188974
Sap18	NA	0.0897753	0.0707842	0.184213
Ppp1r15b	NA	0.377209	0.0705567	0.391426
Dtwd1	NA	0.169557	0.0701967	0.271322
Hipk3	NA	0.0622802	0.0701017	0.141363
Nutf2-ps1	NA	0.0276219	0.069995	0.0728171
Cetn3	NA	0.0885701	0.0699667	0.18197
Ndufa5	NA	0.0636828	0.0697699	0.143604
Tpt1	NA	0.0613428	0.0694718	0.139505
Calm1	NA	0.202074	0.0686999	0.294624
COX1	NA	0.293937	0.0685768	0.349346
Pip5k1a	NA	0.207538	0.0683507	0.297879
Adnp2	NA	0.113113	0.0681892	0.212034
Pacsin2	NA	0.0856605	0.06811	0.17662
Mocs2	NA	0.0505689	0.0680599	0.119797
Guca2b	NA	0.0476944	0.0680386	0.11439
Faim2	NA	0.0476944	0.0680386	0.11439
Gm26510	NA	0.0251566	0.067995	0.066908
Gpd1l	NA	0.107102	0.0679175	0.204592
Mkrn1	NA	0.0716447	0.0675359	0.155458
Ptprs	NA	0.134026	0.067475	0.234198
Riok3	NA	0.203204	0.0674284	0.293066
Aff4	NA	0.276984	0.0674067	0.337761
Fbxw5	NA	0.0880939	0.0673908	0.179522
Sub1	NA	0.0972316	0.0673667	0.191724
Arid1a	NA	0.206467	0.0672836	0.295087
Hdac4	NA	0.0899023	0.0672803	0.181923
Rfwd3	NA	0.141981	0.0672341	0.241851
Ppp2r1a	NA	0.260274	0.0671649	0.328223
Dohh	NA	0.146963	0.0671633	0.246547
Stag1	NA	0.103311	0.0670906	0.199194
Ccdc32	NA	0.0912091	0.0668698	0.183388
Ppp4r2	NA	0.174386	0.0667883	0.270048
0610012G03Rik	NA	0.128232	0.066549	0.227087
Stat5b	NA	0.101821	0.0663751	0.196713
Zc3h6	NA	0.090148	0.0662993	0.18153
Zfp553	NA	0.19452	0.0662759	0.284662
Scaf8	NA	0.186743	0.0659227	0.278249
Disp1	NA	0.15342	0.065864	0.250695
Fahd2a	NA	0.0955051	0.0657169	0.188146
Ctla2b	NA	0.0461598	0.0656799	0.1108
Arl15	NA	0.0319833	0.0655009	0.0819577
Klhdc2	NA	0.285727	0.0653785	0.336918
Gpr89	NA	0.0659983	0.0653633	0.145397
Rbm8a	NA	0.0825048	0.0653397	0.170285
Cabyr	NA	0.0282785	0.0653319	0.0737596
Gm45774	NA	0.0282785	0.0653319	0.0737596
Mtfmt	NA	0.0650846	0.0651433	0.143815
Gemin2	NA	0.0519878	0.0650334	0.121399
Vamp7	NA	0.0640241	0.0643118	0.141693
Nudcd3	NA	0.0852355	0.0642433	0.173322
AC150035.3	NA	0.0269318	0.0640926	0.0705677
Fntb	NA	0.162511	0.0639782	0.255715
Cep57	NA	0.295981	0.0638484	0.337584
Taf4b	NA	0.0929551	0.06383	0.183297
Nploc4	NA	0.129908	0.0634217	0.225025
Rab7	NA	0.147335	0.0632681	0.241435
Ddx41	NA	0.134816	0.0632184	0.229621
Ranbp2	NA	0.166818	0.0630159	0.257682
Mef2d	NA	0.0905516	0.0628216	0.179347
Eif1	NA	0.102178	0.0625648	0.193654
Fam222b	NA	0.120764	0.0623509	0.214303
Faah	NA	0.109397	0.0623274	0.201838
Dgat1	NA	0.0655571	0.0621825	0.143067
Zbtb41	NA	0.0552808	0.0619975	0.126048
Napepld	NA	0.056828	0.0619875	0.128687
Coprs	NA	0.103124	0.0618757	0.19411
Sfxn1	NA	0.153115	0.0617832	0.244285
Slc25a51	NA	0.420904	0.0617068	0.376209
Nuggc	NA	0.0869764	0.0616716	0.173718
Zfpl1	NA	0.0808473	0.061576	0.165327
Glb1	NA	0.122755	0.0614976	0.215351
H2-T22	NA	0.0338482	0.0614115	0.0852202
Dnaaf3	NA	0.0391655	0.0613625	0.0960532
Nfya	NA	0.0907526	0.0613108	0.178353
Dhx15	NA	0.0908634	0.0611846	0.178388
Ythdf1	NA	0.178713	0.0611558	0.263584
Fancl	NA	0.0910298	0.0611231	0.178549
Sf1	NA	0.147274	0.0610989	0.238154
Selp	NA	0.0265138	0.0610683	0.0692462
Epb41l1	NA	0.0610035	0.0609827	0.135161
Rnf139	NA	0.0825521	0.0608482	0.167135
Atp11b	NA	0.215061	0.060841	0.287359
Klf7	NA	0.130622	0.0608159	0.222351
1600014C23Rik	NA	0.0771505	0.0606217	0.159465
Hsf2	NA	0.217174	0.0602757	0.287367
Vprbp	NA	0.113729	0.0602243	0.204324
Ppp2r5c	NA	0.265629	0.0600944	0.312993
Esf1	NA	0.160448	0.0599298	0.247346
Degs1	NA	0.185653	0.059785	0.265935
Gm20605	NA	0.0283698	0.0591325	0.0730968
Aktip	NA	0.0914277	0.0591299	0.177306
Unkl	NA	0.0636129	0.0590784	0.138337
Vkorc1l1	NA	0.0597528	0.0590533	0.132174
Fcor	NA	0.0715639	0.0588642	0.150241
Trit1	NA	0.0712657	0.0587884	0.149756
Stau2	NA	0.0852884	0.0586567	0.169049
Ralbp1	NA	0.421719	0.0582724	0.363382
Trp53rkb	NA	0.0328569	0.0581975	0.082518
Tsr2	NA	0.0481803	0.0580868	0.112058
Ube2q2	NA	0.0722014	0.0580542	0.150631
Gdf11	NA	0.0910574	0.058016	0.175832
Sumf2	NA	0.0774905	0.0577134	0.157848
Pom121	NA	0.105287	0.0576734	0.192196
Ppcs	NA	0.125905	0.0575625	0.21338
AC174678.1	NA	0.0549852	0.0575492	0.123604
Gm20707	NA	0.0822146	0.0575076	0.164064
Zfand5	NA	0.161005	0.0570266	0.242684
Plekhb2	NA	0.141133	0.0569951	0.226439
Adnp	NA	0.0223131	0.0568048	0.0591465
Mok	NA	0.0211468	0.05663	0.0564077
Copa	NA	0.0792187	0.0566068	0.159347
Gm28857	NA	0.0278107	0.056525	0.0714675
Msantd4	NA	0.0981234	0.05647	0.182778
Slfn4	NA	0.0439108	0.0561992	0.103639
Dcaf12	NA	0.110213	0.0561827	0.195796
2310036O22Rik	NA	0.0934765	0.0561673	0.177011
Pafah1b1	NA	0.31472	0.0559614	0.321324
Slc25a46	NA	0.104889	0.055284	0.189036
Smarcc1	NA	0.106097	0.0552501	0.190299
Rps9	NA	0.0798376	0.0552251	0.15905
Adrm1	NA	0.145333	0.0550127	0.22672900000000001
Zfp672	NA	0.0423742	0.055001800000000003	0.100396
Ubiad1	NA	0.0447141	0.0548467	0.104629
Rdh12	NA	0.0444447	0.0547616	0.10411
Slk	NA	0.390463	0.0542333	0.339118
Traf3	NA	0.227993	0.0542201	0.278542
Itgb2	NA	0.0715135	0.0541866	0.146932
Ncoa6	NA	0.101846	0.0540497	0.184288
Tdrd7	NA	0.0503711	0.0539542	0.114191
B3gntl1	NA	0.0579093	0.0538908	0.126512
Vps54	NA	0.0577924	0.0536199	0.126178
Parvb	NA	0.0277902	0.0533025	0.0708813
Trappc3	NA	0.067999	0.0529925	0.141102
Kif26b	NA	0.025895	0.052865	0.0666989
Dynll2	NA	0.0843299	0.0527575	0.162592
Micu1	NA	0.103997	0.05258	0.184833
Dhps	NA	0.0639761	0.0525059	0.134934
Rapgef2	NA	0.10059	0.0524875	0.181086
Skap2	NA	0.0538947	0.0523493	0.119264
Rhobtb2	NA	0.0895896	0.0523224	0.168502
Mark3	NA	0.0775705	0.0523092	0.153614
Gm42047	NA	0.0429348	0.0522284	0.100449
Mt2	NA	0.0456415	0.0521997	0.105265
Adora2b	NA	0.0279728	0.0521851	0.0710695
Ptgds	NA	0.0279728	0.0521851	0.0710695
Gm10563	NA	0.0304973	0.0521283	0.0763591
Dll4	NA	0.0304973	0.0521283	0.0763591
E330009J07Rik	NA	0.0766596	0.0519159	0.152088
Crk	NA	0.0811345	0.0517858	0.157702
Timm22	NA	0.0565471	0.0514749	0.123014
Kat7	NA	0.0597179	0.0513901	0.127852
Vars2	NA	0.0587062	0.0512168	0.126204
Grb10	NA	0.0215564	0.0508184	0.056710000000000003
Ckm	NA	0.128438	0.0508051	0.205548
Lsm11	NA	0.093114	0.0506299	0.170708
Tbc1d14	NA	0.0636447	0.050399	0.133021
Zfp626	NA	0.048525	0.0499827	0.109238
Ric8	NA	0.0856797	0.0499266	0.161401
Son	NA	0.249554	0.0497002	0.275701
Tceanc2	NA	0.0943364	0.0496384	0.170908
Surf6	NA	0.0700411	0.0495441	0.141317
Pigyl	NA	0.0690541	0.04946	0.139911
Elfn2	NA	0.0230348	0.049435	0.0598576
Dusp11	NA	0.243907	0.049379	0.27231
Mbip	NA	0.0188663	0.0492	0.0503007
Pomc	NA	0.0279892	0.0490215	0.0704848
Slc22a5	NA	0.0186757	0.0489459	0.0498269
Alg11	NA	0.0693017	0.0488958	0.139791
Eea1	NA	0.29505	0.0487731	0.289849
Ltbp4	NA	0.0590184	0.0484943	0.124946
Ptbp3	NA	0.0968966	0.0484088	0.172147
Abcf1	NA	0.0680305	0.0482915	0.137579
AW209491	NA	0.0328943	0.048291	0.0802593
Ylpm1	NA	0.262503	0.048245	0.2763
AC127341.3	NA	0.0334321	0.0480784	0.0812524
Mlec	NA	0.10745	0.048012	0.182211
Epg5	NA	0.0434979	0.0479567	0.099739
Tbce	NA	0.0505652	0.0477775	0.111462
Fasn	NA	0.0461837	0.0475931	0.104165
Mms19	NA	0.083637	0.0475834	0.156516
Sec22a	NA	0.0621059	0.0471908	0.128511
H2-M3	NA	0.0492843	0.0471874	0.109077
Fbxo8	NA	0.0406201	0.0471033	0.0943205
Nupr1l	NA	0.0251817	0.0465708	0.064064
Elp2	NA	0.313406	0.0465209	0.287401
Ints5	NA	0.0719622	0.0459767	0.140716
Cnbp	NA	0.231197	0.0459475	0.256327
Helq	NA	0.0349981	0.0459149	0.0835885
Sh3bgrl	NA	0.195473	0.0456373	0.238849
Fbrs	NA	0.119966	0.0456249	0.189657
Polr1a	NA	0.0527043	0.0447042	0.112993
Tcf3	NA	0.0651954	0.0446775	0.130755
Uhrf2	NA	0.0466129	0.0445684	0.103339
Dvl3	NA	0.0446317	0.0445374	0.100068
Mcts1	NA	0.129646	0.0443727	0.195081
Rpp25l	NA	0.05971	0.0440019	0.122714
Idh3g	NA	0.108595	0.0438849	0.176952
Dnajb9	NA	0.046454	0.0437691	0.102647
Irgm1	NA	0.0264502	0.0435715	0.0660994
Ppil4	NA	0.242942	0.0434165	0.252778
Rab8b	NA	0.0923955	0.0433983	0.160904
D17Wsu92e	NA	0.0890693	0.0429859	0.15695
Ankrd46	NA	0.0563297	0.0429834	0.117157
Mgat4b	NA	0.0891553	0.0429827	0.157034
Thap3	NA	0.0478528	0.0428415	0.104346
Tia1	NA	0.13143	0.0428248	0.193333
Tbc1d23	NA	0.0983111	0.0427777	0.165797
Stam	NA	0.0529628	0.0426442	0.112014
Cdkl5	NA	0.0462885	0.0426141	0.101735
Pan2	NA	0.0170872	0.0425617	0.0454176
Dhx57	NA	0.052522	0.0425075	0.111266
Cep120	NA	0.0423991	0.0423774	0.0952599
Gdi1	NA	0.0156844	0.0421401	0.0420737
Gclc	NA	0.0529145	0.0416319	0.111232
Rsph3a	NA	0.014269	0.04155	0.0386287
Pomt2	NA	0.0441248	0.0415483	0.0976577
Cd300lf	NA	0.0682622	0.0415134	0.131751
Cela3b	NA	0.018809	0.0414578	0.0492288
Champ1	NA	0.0615614	0.0413399	0.123023
Edem3	NA	0.127277	0.0413258	0.187254
Gm20517	NA	0.0232308	0.0411565	0.0588501
Ssr4	NA	0.0504352	0.0409439	0.107091
Sirt1	NA	0.037472	0.0409182	0.0861601
Cdkal1	NA	0.129118	0.0408067	0.187491
Dirc2	NA	0.0295258	0.0407383	0.0714872
Cox4i1	NA	0.0654459	0.0406251	0.127361
Msi2	NA	0.144388	0.0405626	0.197111
Ube2d2a	NA	0.11781	0.040527	0.17859
Dolk	NA	0.0301612	0.0404357	0.0726144
Nrf1	NA	0.189989	0.040425	0.22126
Fam151a	NA	0.0187649	0.0402536	0.0489556
Sp3os	NA	0.023936	0.0400008	0.0600814
Zfp53	NA	0.0319793	0.0399625	0.0758819
Ewsr1	NA	0.0515055	0.0397901	0.107847
Nt5m	NA	0.0826677	0.0397059	0.145929
Cherp	NA	0.0791319	0.0396657	0.142152
Rpl9-ps6	NA	0.0386407	0.0395175	0.0875173
Msn	NA	0.0772817	0.0393246	0.13972300000000001
Zfp426	NA	0.0591401	0.0390068	0.117738
Etfb	NA	0.0508953	0.0389158	0.106316
Foxj3	NA	0.10236	0.0388543	0.163041
Atg2b	NA	0.096226	0.0385786	0.157249
Plekhm3	NA	0.0760877	0.0385134	0.137401
Msh2	NA	0.176553	0.0383907	0.208912
Trappc13	NA	0.0616509	0.0383532	0.12035
Btbd2	NA	0.0273741	0.0383458	0.0665763
Tceb3	NA	0.134336	0.0381983	0.185185
Lima1	NA	0.0427792	0.0379959	0.0934539
Tnks1bp1	NA	0.0155466	0.0379158	0.0412906
Ice2	NA	0.0534109	0.0377126	0.108912
Lcat	NA	0.0203712	0.0376793	0.0520558
Glg1	NA	0.126026	0.0376081	0.178391
Ctcf	NA	0.0577046	0.0376015	0.114567
Hydin	NA	0.0142018	0.0376	0.0380957
Mrps12	NA	0.0271593	0.0375193	0.0659058
Dcp2	NA	0.122146	0.0375151	0.175541
Prune	NA	0.0590266	0.0375067	0.116188
Slc39a13	NA	0.0410009	0.0374767	0.0903184
Pex19	NA	0.0599141	0.03738	0.117196
Stk4	NA	0.0974516	0.0371086	0.1558
Nemf	NA	0.0828106	0.0370835	0.142373
Zfp677	NA	0.0207671	0.0368907	0.0527477
Zfp142	NA	0.0581573	0.0367733	0.114367
Ppif	NA	0.0401762	0.0367392	0.0885667
Tmem135	NA	0.0830901	0.0367068	0.142086
Fam118a	NA	0.0607162	0.0365168	0.117331
Gnb2	NA	0.0172989	0.0364885	0.0451005
Ints4	NA	0.0489242	0.0357667	0.101072
Sde2	NA	0.103031	0.0353092	0.156971
Jmjd1c	NA	0.12895	0.0345676	0.173032
Dicer1	NA	0.0467791	0.0344835	0.0970133
Trove2	NA	0.0714912	0.0341284	0.126711
Gpsm1	NA	0.0388174	0.0340084	0.0847649
2210013O21Rik	NA	0.0869048	0.0336893	0.140718
Efcab9	NA	0.0161926	0.0335933	0.0421735
Dnttip2	NA	0.082216	0.0335474	0.136295
Fbf1	NA	0.0427926	0.0333425	0.0903722
Fto	NA	0.0403137	0.0332508	0.0865918
Nipal3	NA	0.0908718	0.0332433	0.143284
Lman1	NA	0.145808	0.0332072	0.178679
Snx8	NA	0.0298666	0.0331485	0.0693337
Tkt	NA	0.0434812	0.0331417	0.0912307
Atp5e	NA	0.0861868	0.0331093	0.139077
Ap1ar	NA	0.0820896	0.0331017	0.135439
Ndufaf1	NA	0.146979	0.0330058	0.178679
9930111J21Rik2	NA	0.0168084	0.0329326	0.043431
Chka	NA	0.0429776	0.0328707	0.0902922
Glipr1	NA	0.0405144	0.0328492	0.0866206
Cdc37l1	NA	0.123007	0.0326725	0.164675
Rbm3	NA	0.0351927	0.0325757	0.0781065
Derl1	NA	0.122874	0.0324576	0.164048
4930524N10Rik	NA	0.0161448	0.032455	0.0418824
Nbn	NA	0.0663783	0.0323501	0.118903
Nipsnap1	NA	0.0371743	0.0323042	0.0811124
Kif16b	NA	0.0433656	0.0322092	0.0903437
Zfp72	NA	0.0311657	0.0319933	0.0710672
Zfp260	NA	0.0452567	0.031734	0.0926196
Prr14l	NA	0.0547544	0.0315808	0.104772
Mllt3	NA	0.148063	0.0314141	0.174418
Zc3h8	NA	0.0531856	0.0313858	0.102643
Ep400	NA	0.0395656	0.0311809	0.0840122
Cdkn2aipnl	NA	0.035832	0.0311619	0.0782787
Gbf1	NA	0.0901812	0.031073	0.138556
Ubl7	NA	0.0335362	0.030944	0.0744693
Panx1	NA	0.0654472	0.03084	0.11584
Fastk	NA	0.0380945	0.030836	0.0815572
Tmem65	NA	0.0355701	0.0308283	0.077655
Deptor	NA	0.0514038	0.0303241	0.0993084
Rnf170	NA	0.0398878	0.0297249	0.0833842
C2cd3	NA	0.0808089	0.0297077	0.128326
Ctsb	NA	0.168401	0.0295606	0.176751
Setd1a	NA	0.0662052	0.02936	0.114441
Phlda1	NA	0.0277376	0.0291193	0.0637402
Gm26759	NA	0.0142585	0.028795	0.0370773
Fam210b	NA	0.0161353	0.0283675	0.0410975
Ctnnbl1	NA	0.064552	0.0282784	0.111154
Neil2	NA	0.0105814	0.0281283	0.0284977
Wsb2	NA	0.0527889	0.0277267	0.0979458
Ncoa7	NA	0.0386382	0.0276058	0.07988
Abl2	NA	0.102544	0.0273794	0.138769
1700102H20Rik	NA	0.0767594	0.0271309	0.12006
Nek3	NA	0.0161487	0.026965	0.0408185
Clpx	NA	0.0726785	0.026841	0.116121
Dmtf1	NA	0.0553217	0.0268391	0.0995816
Mettl14	NA	0.0475882	0.0267808	0.0907294
BC049987	NA	0.025224	0.0266716	0.0581752
Ccny	NA	0.0624798	0.0266525	0.106582
Zfp91	NA	0.114722	0.0266215	0.143582
Zmiz1os1	NA	0.0159527	0.0265726	0.0403154
Aprt	NA	0.0276453	0.0265659	0.0622724
Wrap73	NA	0.0739809	0.0262082	0.115992
Nedd4	NA	0.0486957	0.026175	0.0913227
Zdhhc9	NA	0.0197136	0.026096	0.0477819
1810022K09Rik	NA	0.0453168	0.0259281	0.0870111
Zmym2	NA	0.0364943	0.0257375	0.075279
Inpp5b	NA	0.0367553	0.025609	0.0755334
Chchd7	NA	0.0564202	0.0254651	0.09875
Tpm1	NA	0.0752106	0.0254389	0.115429
Seh1l	NA	0.0506232	0.0253816	0.0924982
Dolpp1	NA	0.017991299999999998	0.025275	0.0441408
Erlin1	NA	0.0123644	0.0248284	0.0321868
Htatsf1	NA	0.0963085	0.024621	0.127782
Nt5dc3	NA	0.0350219	0.0242475	0.0719261
Nxpe3	NA	0.0262352	0.0242449	0.058615
Ddx58	NA	0.0539846	0.0240292	0.09411
Tbc1d8b	NA	0.0141	0.0238726	0.0357823
Oraov1	NA	0.0203245	0.023815	0.0480943
Rin1	NA	0.0181904	0.0237116	0.0440239
Prr18	NA	0.0132932	0.0236025	0.0339971
Cryz	NA	0.0279169	0.0232733	0.0606985
Gpcpd1	NA	0.0144927	0.0232174	0.0364549
Becn1	NA	0.0984932	0.0231901	0.125004
Tlk2	NA	0.080448	0.0230841	0.113934
Camk2g	NA	0.0611868	0.0229827	0.0990725
Gm10419	NA	0.0459402	0.0229567	0.0840829
Helz2	NA	0.0066380400000000004	0.0229216	0.0183787
Arl13b	NA	0.0295475	0.0227257	0.0627906
Tbc1d10b	NA	0.0859679	0.0226891	0.116453
Cdc73	NA	0.0805006	0.0226177	0.112821
Brox	NA	0.012917	0.0225802	0.0329721
Rab1b	NA	0.0496643	0.022498400000000002	0.0873969
Banp	NA	0.0310167	0.0224532	0.0647244
Sik3	NA	0.0347365	0.0222299	0.0696625
Mettl21b	NA	0.0363477	0.0222166	0.0717557
Med24	NA	0.0307062	0.0221542	0.0640293
Trac	NA	0.00991331	0.0221025	0.0262054
Nav1	NA	0.0552966	0.0219534	0.091963
Nmt2	NA	0.069813	0.0213973	0.102597
Gm48604	NA	0.0236092	0.0213816	0.0525989
Mkks	NA	0.0181296	0.0213667	0.0430318
Ppp6c	NA	0.0959612	0.0211967	0.117723
C130026I21Rik	NA	0.0107281	0.0211561	0.027905
Casp4	NA	0.0189016	0.0211359	0.0443527
Srp54c	NA	0.0142414	0.0210416	0.0353631
Cwf19l2	NA	0.0422711	0.020835	0.0771541
Faim	NA	0.0320586	0.0207816	0.0646728
Yipf5	NA	0.0394784	0.0207001	0.0738265
Mgat1	NA	0.0393764	0.0204408	0.0733771
Derl2	NA	0.032544	0.0202934	0.0648315
Rab11fip2	NA	0.0338329	0.0201167	0.066307
Kpna6	NA	0.0364666	0.01992	0.0693216
Slc38a2	NA	0.176798	0.019694	0.137799
Det1	NA	0.027601	0.0196174	0.0574352
Wdr82	NA	0.0502621	0.0195508	0.083105
Snhg9	NA	0.020217	0.0193021	0.0457445
Gm15698	NA	0.0089837	0.019035	0.0236232
C920006O11Rik	NA	0.00930868	0.019005	0.0243557
Gm20186	NA	0.00872811	0.0189767	0.0230296
Wee1	NA	0.018925	0.0189767	0.0433589
Ndufv1	NA	0.050174	0.0188867	0.0818037
Arhgap4	NA	0.0301679	0.0187782	0.0601642
Khdrbs1	NA	0.0885311	0.0186541	0.106061
Zfp428	NA	0.0143521	0.01859	0.0348114
Ntn5	NA	0.00781708	0.0184575	0.0208448
Tagln3	NA	0.00918036	0.0179142	0.0238814
C030010L15Rik	NA	0.00918036	0.0179142	0.0238814
Srsf4	NA	0.0281215	0.017904	0.0565694
Ino80d	NA	0.033451	0.0177666	0.0630902
Gm26609	NA	0.00795468	0.0173878	0.0210185
Edc4	NA	0.019558	0.0172467	0.0434259
Pef1	NA	0.0256382	0.0172435	0.0525538
Denr	NA	0.0536583	0.0171507	0.0810886
Bfsp2	NA	0.0187488	0.0168792	0.0418727
Mgat2	NA	0.0415283	0.0164842	0.0696005
Rev3l	NA	0.0501893	0.0164091	0.0767942
Actn3	NA	0.00939683	0.0163798	0.0240563
Smndc1	NA	0.0682356	0.0163643	0.0885425
Pgs1	NA	0.022989	0.0162624	0.0479361
D830039M14Rik	NA	0.00481431	0.0162208	0.013328
Gpatch8	NA	0.0487577	0.0162005	0.0752234
Ndufa2	NA	0.0195988	0.01615	0.04276
Sumo3	NA	0.0195331	0.0160915	0.0426158
Trim24	NA	0.0175585	0.0159943	0.0393664
Glo1	NA	0.0186471	0.0158443	0.0410426
Gm4419	NA	0.00558217	0.0158017	0.0152039
Ap1g1	NA	0.0671331	0.0157458	0.0861045
Gm5595	NA	0.0143742	0.0156625	0.0336742
Ahi1	NA	0.0306203	0.0154608	0.0568113
Cep44	NA	0.0216963	0.01531	0.0452514
Thoc5	NA	0.0582238	0.0148701	0.0784757
Pebp1	NA	0.0228847	0.0148264	0.0464638
Clcn7	NA	0.00861645	0.0147966	0.0220262
Wasf2	NA	0.0612302	0.0147368	0.0798441
Pbx3	NA	0.0276542	0.0146334	0.0522901
Fdxr	NA	0.0184303	0.0145126	0.0397581
Fzr1	NA	0.0160828	0.0144576	0.0359833
Icosl	NA	0.0190126	0.0144185	0.0405696
Eif5	NA	0.0190124	0.014315	0.0404872
Gng10	NA	0.0237893	0.0141326	0.0469374
Cfl2	NA	0.0161405	0.0141094	0.0358576
Zfp27	NA	0.0127753	0.014085	0.0300454
Morn1	NA	0.00964152	0.0139508	0.023957
Ggh	NA	0.0123758	0.0139042	0.0292325
D10Jhu81e	NA	0.0329261	0.0135976	0.0563909
Mfng	NA	0.0204519	0.01349	0.0418319
Ppm1f	NA	0.0119538	0.0134675	0.0282626
Snx11	NA	0.0183414	0.0134484	0.0387835
Pex11b	NA	0.0133831	0.0131192	0.0306437
Sympk	NA	0.0148211	0.0130653	0.033032
Noc2l	NA	0.0351705	0.0130537	0.0574718
Pum2	NA	0.0293974	0.0129776	0.051845
Psmc5	NA	0.0134521	0.0127113	0.0305331
